id,title,date_earliest,date_latest,production_country,production_region,production_minting_place,diameter,weight,production_material,production_technique,nominal
30767,Preußen: Friedrich II.,1712,1786,Deutschland,Nordrhein-Westfalen,Kleve,23,2.69,Billon,struck,Sechsgröscher
30768,Preußen: Friedrich II.,1712,1786,Deutschland,Nordrhein-Westfalen,Kleve,23,2.68,Billon,struck,Sechsgröscher
30769,Preußen: Friedrich II.,1712,1786,Deutschland,Nordrhein-Westfalen,Kleve,23,2.70,Billon,struck,Sechsgröscher
30770,Preußen: Friedrich II.,1712,1786,Deutschland,Nordrhein-Westfalen,Kleve,22,2.51,Billon,struck,Sechsgröscher
30771,Preußen: Friedrich II.,1712,1786,Deutschland,Nordrhein-Westfalen,Kleve,23,2.86,Billon,struck,Sechsgröscher
30772,Preußen: Friedrich II.,1712,1786,Deutschland,Nordrhein-Westfalen,Kleve,23,2.76,Billon,struck,Sechsgröscher
30773,Preußen: Friedrich II.,1712,1786,Deutschland,Nordrhein-Westfalen,Kleve,23,2.45,Billon,struck,Sechsgröscher
30774,Preußen: Friedrich II.,1712,1786,Deutschland,Nordrhein-Westfalen,Kleve,22,2.68,Billon,struck,Sechsgröscher
30775,Preußen: Friedrich II.,1712,1786,Deutschland,Nordrhein-Westfalen,Kleve,22,2.85,Billon,struck,Sechsgröscher
30776,Preußen: Friedrich II.,1712,1786,Deutschland,Nordrhein-Westfalen,Kleve,23,2.68,Billon,struck,Sechsgröscher
30777,Preußen: Friedrich II.,1712,1786,Deutschland,Nordrhein-Westfalen,Kleve,23,2.77,Billon,struck,Sechsgröscher
30778,Preußen: Friedrich II.,1712,1786,Deutschland,Nordrhein-Westfalen,Kleve,23,2.57,Billon,struck,Sechsgröscher
30779,Preußen: Friedrich II.,1712,1786,Deutschland,Nordrhein-Westfalen,Kleve,24,3.01,Billon,struck,Sechsgröscher
30780,Preußen: Friedrich II.,1712,1786,Deutschland,Nordrhein-Westfalen,Kleve,24,2.84,Billon,struck,Sechsgröscher
30781,Preußen: Friedrich II.,1712,1786,Deutschland,Nordrhein-Westfalen,Kleve,23,2.56,Billon,struck,Sechsgröscher
30782,Preußen: Friedrich II.,1712,1786,Deutschland,Nordrhein-Westfalen,Kleve,24,2.77,Billon,struck,Sechsgröscher
30783,Preußen: Friedrich II.,1712,1786,Deutschland,Nordrhein-Westfalen,Kleve,24,2.84,Billon,struck,Sechsgröscher
30784,Preußen: Friedrich II.,1712,1786,Deutschland,Nordrhein-Westfalen,Kleve,23,2.57,Billon,struck,Sechsgröscher
30785,Preußen: Friedrich II.,1712,1786,Deutschland,Nordrhein-Westfalen,Kleve,22,2.47,Billon,struck,Sechsgröscher
30786,Preußen: Friedrich II.,1712,1786,Deutschland,Nordrhein-Westfalen,Kleve,23,2.42,Billon,struck,Sechsgröscher
30787,Preußen: Friedrich II.,1712,1786,Deutschland,Nordrhein-Westfalen,Kleve,22,2.65,Billon,struck,Sechsgröscher
30788,Preußen: Friedrich II.,1712,1786,Deutschland,Nordrhein-Westfalen,Kleve,22,3.23,Billon,struck,Sechsgröscher
30789,Preußen: Friedrich II.,1712,1786,Deutschland,Nordrhein-Westfalen,Kleve,23,2.77,Billon,struck,Sechsgröscher
30790,Preußen: Friedrich II.,1712,1786,Deutschland,Nordrhein-Westfalen,Kleve,23,2.93,Billon,struck,Sechsgröscher
30791,Preußen: Friedrich II.,1712,1786,Deutschland,Nordrhein-Westfalen,Kleve,23,2.74,Billon,struck,Sechsgröscher
30792,Preußen: Friedrich II.,1712,1786,Deutschland,Nordrhein-Westfalen,Kleve,23,2.85,Billon,struck,Sechsgröscher
30793,Preußen: Friedrich II.,1712,1786,Deutschland,Nordrhein-Westfalen,Kleve,23,2.65,Billon,struck,Sechsgröscher
30794,Preußen: Friedrich II.,1712,1786,Deutschland,Nordrhein-Westfalen,Kleve,23,2.45,Billon,struck,Sechsgröscher
30795,Preußen: Friedrich II.,1712,1786,Deutschland,Nordrhein-Westfalen,Kleve,23,3.36,Billon,struck,Sechsgröscher
30796,Preußen: Friedrich II.,1712,1786,Deutschland,Nordrhein-Westfalen,Kleve,23,2.81,Billon,struck,Sechsgröscher
30797,Preußen: Friedrich II.,1712,1786,Deutschland,Nordrhein-Westfalen,Kleve,23,2.45,Billon,struck,Sechsgröscher
30798,Preußen: Friedrich II.,1712,1786,Deutschland,Nordrhein-Westfalen,Kleve,23,2.83,Billon,struck,Sechsgröscher
30799,Preußen: Friedrich II.,1712,1786,Deutschland,Nordrhein-Westfalen,Kleve,23,3.05,Billon,struck,Sechsgröscher
30800,Preußen: Friedrich II.,1712,1786,Deutschland,Nordrhein-Westfalen,Kleve,23,2.81,Billon,struck,Sechsgröscher
30801,Preußen: Friedrich II.,1712,1786,Deutschland,Nordrhein-Westfalen,Kleve,24,2.60,Billon,struck,Sechsgröscher
30802,Preußen: Friedrich II.,1712,1786,Deutschland,Nordrhein-Westfalen,Kleve,24,2.47,Billon,struck,Sechsgröscher
30803,Preußen: Friedrich II.,1712,1786,Deutschland,Nordrhein-Westfalen,Kleve,24,2.58,Billon,struck,Sechsgröscher
30804,Preußen: Friedrich II.,1712,1786,Deutschland,Nordrhein-Westfalen,Kleve,24,2.83,Billon,struck,Sechsgröscher
30805,Preußen: Friedrich II.,1712,1786,Deutschland,Nordrhein-Westfalen,Kleve,23,2.60,Billon,struck,Sechsgröscher
30806,Preußen: Friedrich II.,1712,1786,Deutschland,Nordrhein-Westfalen,Kleve,24,2.62,Billon,struck,Sechsgröscher
30807,Preußen: Friedrich II.,1712,1786,Deutschland,Nordrhein-Westfalen,Kleve,23,2.76,Billon,struck,Sechsgröscher
30808,Preußen: Friedrich II.,1712,1786,Deutschland,Nordrhein-Westfalen,Kleve,23,2.62,Billon,struck,Sechsgröscher
30809,Preußen: Friedrich II.,1712,1786,Deutschland,Nordrhein-Westfalen,Kleve,23,2.71,Billon,struck,Sechsgröscher
30810,Preußen: Friedrich II.,1712,1786,Deutschland,Nordrhein-Westfalen,Kleve,24,2.49,Billon,struck,Sechsgröscher
30811,Preußen: Friedrich II.,1712,1786,Deutschland,Nordrhein-Westfalen,Kleve,23,2.71,Billon,struck,Sechsgröscher
30812,Preußen: Friedrich II.,1712,1786,Deutschland,Nordrhein-Westfalen,Kleve,23,2.76,Billon,struck,Sechsgröscher
30813,Brandenburg-Preußen: Georg Wilhelm,1623,1640,Polen,Neumark,Crossen (Krosno Odrzańskie),23,1.96,Silver,struck,Dreigröscher
30814,Brandenburg-Preußen: Georg Wilhelm,1623,1640,Polen,Neumark,Crossen (Krosno Odrzańskie),23,2.05,Silver,struck,Dreigröscher
30815,Brandenburg-Preußen: Georg Wilhelm,1623,1640,Polen,Neumark,Crossen (Krosno Odrzańskie),23,2.26,Silver,struck,Dreigröscher
30816,Brandenburg-Preußen: Georg Wilhelm,1623,1640,Polen,Neumark,Crossen (Krosno Odrzańskie),23,2.07,Silver,struck,Dreigröscher
30817,Brandenburg-Preußen: Georg Wilhelm,1623,1640,Polen,Neumark,Crossen (Krosno Odrzańskie),23,1.58,Silver,struck,Dreigröscher
30818,Brandenburg-Preußen: Georg Wilhelm,1623,1640,Polen,Neumark,Crossen (Krosno Odrzańskie),23,2.20,Silver,struck,Dreigröscher
30819,Brandenburg-Preußen: Georg Wilhelm,1623,1640,Polen,Neumark,Crossen (Krosno Odrzańskie),24,2.05,Silver,struck,Dreigröscher
30820,Brandenburg-Preußen: Georg Wilhelm,1623,1640,Polen,Neumark,Crossen (Krosno Odrzańskie),23,1.70,Silver,struck,Dreigröscher
30821,Brandenburg-Preußen: Georg Wilhelm,1623,1640,Polen,Neumark,Crossen (Krosno Odrzańskie),23,2.40,Silver,struck,Dreigröscher
30822,Brandenburg-Preußen: Georg Wilhelm,1623,1640,Polen,Neumark,Crossen (Krosno Odrzańskie),23,2.12,Silver,struck,Dreigröscher
30823,Brandenburg-Preußen: Georg Wilhelm,1623,1640,Polen,Neumark,Crossen (Krosno Odrzańskie),23,2.04,Silver,struck,Dreigröscher
30824,Brandenburg-Preußen: Georg Wilhelm,1623,1640,Polen,Neumark,Crossen (Krosno Odrzańskie),23,2.10,Silver,struck,Dreigröscher
30825,Brandenburg-Preußen: Georg Wilhelm,1623,1640,Polen,Neumark,Crossen (Krosno Odrzańskie),23,1.82,Silver,struck,Dreigröscher
30826,Brandenburg-Preußen: Georg Wilhelm,1623,1640,Polen,Neumark,Crossen (Krosno Odrzańskie),23,1.91,Silver,struck,Dreigröscher
30827,Brandenburg-Preußen: Georg Wilhelm,1623,1640,Polen,Neumark,Crossen (Krosno Odrzańskie),23,1.99,Silver,struck,Dreigröscher
30828,Brandenburg-Preußen: Georg Wilhelm,1623,1640,Polen,Neumark,Crossen (Krosno Odrzańskie),23,2.30,Silver,struck,Dreigröscher
30829,Brandenburg-Preußen: Georg Wilhelm,1623,1640,Polen,Neumark,Crossen (Krosno Odrzańskie),23,2.27,Silver,struck,Dreigröscher
30830,Brandenburg-Preußen: Georg Wilhelm,1623,1640,Polen,Neumark,Crossen (Krosno Odrzańskie),23,1.98,Silver,struck,Dreigröscher
30831,Brandenburg-Preußen: Georg Wilhelm,1623,1640,Polen,Neumark,Crossen (Krosno Odrzańskie),23,1.98,Silver,struck,Dreigröscher
30832,Brandenburg-Preußen: Georg Wilhelm,1622,1640,Polen,Neumark,Crossen (Krosno Odrzańskie),21,1.11,Silver,struck,Zweigröscher
30833,Brandenburg-Preußen: Georg Wilhelm,1622,1640,Polen,Neumark,Crossen (Krosno Odrzańskie),21,1.41,Silver,struck,Zweigröscher
30834,Brandenburg-Preußen: Georg Wilhelm,1620,1640,Deutschland,Brandenburg,Berlin,20,1.56,Silver,struck,1/24 Taler (Groschen)
30835,Brandenburg-Preußen: Georg Wilhelm,1622,1640,Polen,Neumark,Crossen (Krosno Odrzańskie),17,0.69,Silver,struck,1/24 Taler (Groschen)
30836,Brandenburg-Preußen: Georg Wilhelm,1622,1640,Deutschland,Brandenburg,Cölln (Berlin),16,0.56,Silver,struck,1/24 Taler (Groschen)
30837,Brandenburg-Preußen: Georg Wilhelm,1622,1640,Deutschland,Brandenburg,Cölln (Berlin),17,0.55,Silver,struck,1/24 Taler (Groschen)
30838,Brandenburg-Preußen: Georg Wilhelm,1622,1640,Deutschland,Brandenburg,Cölln (Berlin),17,0.61,Silver,struck,1/24 Taler (Groschen)
30839,Brandenburg-Preußen: Georg Wilhelm,1622,1640,Deutschland,Brandenburg,Cölln (Berlin),16,0.50,Silver,struck,1/24 Taler (Groschen)
30840,Brandenburg-Preußen: Georg Wilhelm,1622,1640,Deutschland,Brandenburg,Cölln (Berlin),16,0.62,Silver,struck,1/24 Taler (Groschen)
30841,Brandenburg-Preußen: Georg Wilhelm,1622,1640,Deutschland,Brandenburg,Cölln (Berlin),16,0.38,Silver,struck,1/24 Taler (Groschen)
30842,Brandenburg-Preußen: Georg Wilhelm,1622,1640,Deutschland,Brandenburg,Cölln (Berlin),16,0.42,Silver,struck,1/24 Taler (Groschen)
30843,Brandenburg-Preußen: Georg Wilhelm,1622,1640,Deutschland,Brandenburg,Cölln (Berlin),16,0.56,Silver,struck,1/24 Taler (Groschen)
30844,Brandenburg-Preußen: Georg Wilhelm,1622,1640,Deutschland,Brandenburg,Cölln (Berlin),16,0.63,Silver,struck,1/24 Taler (Groschen)
30845,Brandenburg-Preußen: Georg Wilhelm,1622,1640,Deutschland,Brandenburg,Cölln (Berlin),16,0.65,Silver,struck,1/24 Taler (Groschen)
30846,Brandenburg-Preußen: Georg Wilhelm,1622,1640,Deutschland,Brandenburg,Cölln (Berlin),16,0.61,Silver,struck,1/24 Taler (Groschen)
30847,Brandenburg-Preußen: Georg Wilhelm,1622,1640,Polen,Neumark,Crossen (Krosno Odrzańskie),18,0.62,Silver,struck,1/24 Taler (Groschen)
30848,Brandenburg-Preußen: Georg Wilhelm,1622,1640,Polen,Neumark,Crossen (Krosno Odrzańskie),17,0.65,Silver,struck,1/24 Taler (Groschen)
30849,Brandenburg-Preußen: Georg Wilhelm,1622,1640,Polen,Neumark,Crossen (Krosno Odrzańskie),18,0.57,Silver,struck,1/24 Taler (Groschen)
30850,Brandenburg-Preußen: Georg Wilhelm,1623,1640,Polen,Neumark,Crossen (Krosno Odrzańskie),18,0.60,Silver,struck,1/24 Taler (Groschen)
30851,Brandenburg-Preußen: Georg Wilhelm,1623,1640,Polen,Neumark,Crossen (Krosno Odrzańskie),18,0.57,Silver,struck,1/24 Taler (Groschen)
30852,Brandenburg-Preußen: Georg Wilhelm,1623,1640,Polen,Neumark,Crossen (Krosno Odrzańskie),18,0.62,Silver,struck,1/24 Taler (Groschen)
30853,Brandenburg-Preußen: Georg Wilhelm,1623,1640,Polen,Neumark,Crossen (Krosno Odrzańskie),18,0.70,Silver,struck,1/24 Taler (Groschen)
30854,Brandenburg-Preußen: Georg Wilhelm,1620,1640,Deutschland,Brandenburg,Berlin,15,0.79,Silver,struck,Dreier (NZ)
30855,Brandenburg-Preußen: Georg Wilhelm,1620,1640,Deutschland,Brandenburg,Berlin,15,0.57,Silver,struck,Dreier (NZ)
30856,Brandenburg-Preußen: Georg Wilhelm,1621,1640,Deutschland,Brandenburg,Berlin,13,0.72,Silver,struck,Dreier (NZ)
30857,Brandenburg-Preußen: Georg Wilhelm,1621,1640,Deutschland,Brandenburg,Berlin,15,0.51,Silver,struck,Dreier (NZ)
30858,Brandenburg-Preußen: Georg Wilhelm,1621,1640,Deutschland,Brandenburg,Berlin,14,0.53,Silver,struck,Dreier (NZ)
30859,Brandenburg-Preußen: Georg Wilhelm,1621,1640,Deutschland,Brandenburg,Berlin,14,0.60,Silver,struck,Dreier (NZ)
30860,Brandenburg-Preußen: Georg Wilhelm,1621,1640,Deutschland,Brandenburg,Berlin,15,0.53,Silver,struck,Dreier (NZ)
30861,Brandenburg-Preußen: Georg Wilhelm,1621,1640,Deutschland,Brandenburg,Berlin,16,0.40,Silver,struck,Dreier (NZ)
30862,Brandenburg-Preußen: Georg Wilhelm,1622,1640,Deutschland,Brandenburg,Berlin,16,0.42,Silver,struck,Dreier (NZ)
30863,Brandenburg-Preußen: Georg Wilhelm,1621,1640,Deutschland,Brandenburg,Berlin,15,0.53,Silver,struck,Dreier (NZ)
30864,Brandenburg-Preußen: Georg Wilhelm,1621,1640,Deutschland,Brandenburg,Berlin,18,0.77,Silver,struck,Dreier (NZ)
30865,Brandenburg-Preußen: Georg Wilhelm,1621,1640,Deutschland,Brandenburg,Berlin,17,0.69,Silver,struck,Dreier (NZ)
30866,Brandenburg-Preußen: Georg Wilhelm,1621,1640,Deutschland,Brandenburg,Berlin,24,1.98,Silver,struck,Doppelschilling
30867,Brandenburg-Preußen: Georg Wilhelm,1621,1640,Deutschland,Brandenburg,Berlin,22,1.34,Silver,struck,Doppelschilling
30868,Brandenburg-Preußen: Georg Wilhelm,1621,1640,Deutschland,Brandenburg,Berlin,22,1.51,Silver,struck,Doppelschilling
30869,Brandenburg-Preußen: Georg Wilhelm,1621,1640,Deutschland,Brandenburg,Berlin,22,1.53,Silver,struck,Doppelschilling
30870,Beeskow: Stadt,1621,1621,Deutschland,Brandenburg,Beeskow,14,0.25,Copper,struck,Pfennig (einseitig)
30871,Beeskow: Stadt,1621,1621,Deutschland,Brandenburg,Beeskow,13,0.13,Copper,struck,Pfennig (einseitig)
30872,Beeskow: Stadt,1621,1621,Deutschland,Brandenburg,Beeskow,14,0.29,Copper,struck,Pfennig (einseitig)
30873,Beeskow: Stadt,1621,1621,Deutschland,Brandenburg,Beeskow,13,0.35,Copper,struck,Pfennig (einseitig)
30877,Danzig: Stadt,1595,1648,Polen,Westpreußen,Danzig (Gdańsk),34,10.14,Gold,struck,3 Dukaten
30878,Danzig: Stadt,1595,1648,Polen,Westpreußen,Danzig (Gdańsk),25,3.47,Gold,struck,Dukat
30879,Danzig: Stadt,1609,1672,Polen,Westpreußen,Danzig (Gdańsk),25,3.48,Gold,struck,Dukat
30880,Danzig: Stadt,1609,1672,Polen,Westpreußen,Danzig (Gdańsk),24,3.49,Gold,struck,Dukat
30881,Danzig: Stadt,1609,1672,Polen,Westpreußen,Danzig (Gdańsk),25,3.46,Gold,struck,Dukat
30882,Riga: Stadt,1566,1632,Lettland,Baltikum,Riga,22,3.47,Gold,struck,Dukat
30883,Schweden: Gustav II. Adolf,1594,1632,Polen,Westpreußen,Elbing (Elbląg),16,1.71,Gold,struck,Solidus (1/2 Dukat)
30884,Elbing: Stadt,1609,1672,Polen,Westpreußen,Elbing (Elbląg),23,3.42,Gold,struck,Dukat
30885,Danzig: Stadt,1566,1632,Polen,Westpreußen,Danzig (Gdańsk),22,3.52,Gold,struck,Dukat
30886,Preußen: Herzogtum,1490,1568,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad),23,2.69,Silver,struck,Dreigröscher
30887,Preußen: Herzogtum,1490,1568,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad),23,2.58,Silver,struck,Dreigröscher
30888,Preußen: Herzogtum,1490,1568,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad),21,2.71,Silver,struck,Dreigröscher
30890,Preußen: Herzogtum,1490,1568,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad),23,2.02,Silver,struck,Groschen
30891,Preußen: Herzogtum,1490,1568,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad),19,1.17,Silver,struck,Schilling
30892,Danzig: Stadt,1577,1577,,,,22,2.01,Silver,struck,
30893,Danzig: Stadt,1577,1577,,,,19,1.35,Silver,struck,
30894,Liegnitz und Brieg: Joachim Friedrich,1550,1602,Polen,Schlesien,Reichenstein (Złoty Stok),21,3.47,Gold,struck,Dukat
30895,Liegnitz und Brieg: Joachim Friedrich,1550,1602,Polen,Schlesien,Reichenstein (Złoty Stok),24,6.97,Gold,struck,2 Dukaten
30896,Liegnitz und Brieg: Johann Christian und Georg Rudolph,1591,1639,Polen,Schlesien,Reichenstein (Złoty Stok),34,13.87,Gold,struck,4 Dukaten
30897,Liegnitz und Brieg: Johann Christian und Georg Rudolph,1591,1639,Polen,Schlesien,Reichenstein (Złoty Stok),22,3.43,Gold,struck,Dukat
30898,Liegnitz und Brieg: Johann Christian und Georg Rudolph,1591,1639,Polen,Schlesien,Reichenstein (Złoty Stok),35,13.90,Gold,struck,4 Dukaten
30899,Liegnitz und Brieg: Johann Christian und Georg Rudolph,1591,1639,Polen,Schlesien,Reichenstein (Złoty Stok),36,13.82,Gold,struck,4 Dukaten
30900,Liegnitz und Brieg: Johann Christian und Georg Rudolph,1591,1639,Polen,Schlesien,Reichenstein (Złoty Stok),41,17.48,Gold,struck,5 Dukaten
30901,Liegnitz und Brieg: Johann Christian,1591,1639,Polen,Schlesien,Ohlau (Oława),44,24.29,Gold,struck,7 Dukaten
30902,Liegnitz und Brieg: Johann Christian,1591,1639,Polen,Schlesien,Kreuzburg (Kluczbork),34,17.52,Gold,struck,5 Dukaten
30903,Liegnitz und Brieg: Johann Christian,1591,1639,Polen,Schlesien,Ohlau (Oława),30,10.39,Gold,struck,3 Dukaten
30904,Münsterberg-Oels: Karl II.,1545,1617,Polen,Schlesien,Oels (Oleśnica)?,30,7.02,Gold,struck,2 Dukaten
30905,Münsterberg-Oels: Karl II.,1545,1617,Polen,Schlesien,Oels (Oleśnica)?,28,6.90,Gold,struck,2 Dukaten
30906,Münsterberg-Oels: Karl II.,1545,1617,Polen,Schlesien,,22,7.02,Gold,struck,2 Dukaten
30907,Münsterberg-Oels: Heinrich Wenzeslaus und Karl Friedrich,1592,1639,Polen,Schlesien,Oels (Oleśnica)?,41,17.30,Gold,struck,5 Dukaten
30908,Münsterberg-Oels: Heinrich Wenzeslaus und Karl Friedrich,1593,1647,Polen,Schlesien,Oels (Oleśnica)?,31,10.34,Gold,struck,3 Dukaten
30909,Breslau: Bistum,1540,1596,Polen,Schlesien,Breslau (Wrocław),22,3.44,Gold,struck,Dukat
30911,Breslau: Bistum,1590,1624,Polen,Schlesien,Breslau (Wrocław),28,13.86,Gold,struck,4 Dukaten
30912,Breslau: Bistum,1590,1624,Polen,Schlesien,Breslau (Wrocław),21,6.96,Gold,struck,2 Dukaten
30913,Breslau: Bistum,1590,1624,Polen,Schlesien,Breslau (Wrocław),22,3.43,Gold,struck,Dukat
30914,Breslau: Bistum,1613,1655,Polen,Schlesien,Breslau (Wrocław),25x25,13.85,Gold,struck,4 Dukaten (Klippe)
30915,Breslau: Bistum,1607,1671,Polen,Schlesien,Breslau (Wrocław),24,6.97,Gold,struck,2 Dukaten
30916,Breslau: Bistum,1590,1624,Polen,Schlesien,Breslau (Wrocław),36,10.31,Gold,struck,3 Dukaten
30917,Oppeln: Herzogtum,1613,1655,Polen,Schlesien,,23x23,13.82,Gold,struck,4 Dukaten (Klippe)
30918,Jägerndorf: Johann Georg,1577,1624,Tschechische Republik,Schlesien,"Jägerndorf (Karniów, Krnów)",41,26.45,Gold,struck,7 Dukaten
30919,Jägerndorf: Johann Georg,1577,1624,Tschechische Republik,Schlesien,"Jägerndorf (Karniów, Krnów)",40,17.29,Gold,struck,5 Dukaten
30920,Jägerndorf: Johann Georg,1577,1624,Tschechische Republik,Schlesien,"Jägerndorf (Karniów, Krnów)",43,17.36,Gold,struck,5 Dukaten
30921,Jägerndorf: Johann Georg,1577,1624,Tschechische Republik,Schlesien,"Jägerndorf (Karniów, Krnów)",34,14.02,Gold,struck,4 Dukaten
30922,Jägerndorf: Johann Georg,1577,1624,Tschechische Republik,Schlesien,"Jägerndorf (Karniów, Krnów)",45,16.73,Gold,struck,4 Dukaten (gefaßt)
30923,Jägerndorf: Johann Georg,1577,1624,Tschechische Republik,Schlesien,"Jägerndorf (Karniów, Krnów)",35,13.69,Gold,struck,4 Dukaten
30924,Jägerndorf: Johann Georg,1577,1624,Tschechische Republik,Schlesien,"Jägerndorf (Karniów, Krnów)",38,13.99,Gold,struck,4 Dukaten
30925,Jägerndorf: Johann Georg,1577,1624,Tschechische Republik,Schlesien,"Jägerndorf (Karniów, Krnów)",18,6.97,Gold,struck,2 Dukaten
30926,Jägerndorf: Johann Georg,1577,1624,Tschechische Republik,Schlesien,"Jägerndorf (Karniów, Krnów)",22,3.45,Gold,struck,Dukat
30927,Jägerndorf: Johann Georg,1577,1624,Tschechische Republik,Schlesien,"Jägerndorf (Karniów, Krnów)",22,3.47,Gold,struck,Dukat
30928,Jägerndorf: Johann Georg,1577,1624,Tschechische Republik,Schlesien,"Jägerndorf (Karniów, Krnów)",18,3.48,Gold,struck,Dukat
30929,Berlin: Stadt,1621,1621,Deutschland,Brandenburg,Berlin,12,0.21,Copper,struck,Pfennig (einseitig)
30930,Jägerndorf: Johann Georg,1577,1624,Tschechische Republik,Schlesien,"Jägerndorf (Karniów, Krnów)",18,3.44,Gold,struck,Dukat
30931,Breslau: Stadt,1557,1619,Polen,Schlesien,Breslau (Wrocław),32,17.40,Gold,struck,5 Dukaten
30932,Berlin: Stadt,1621,1621,Deutschland,Brandenburg,Berlin,12,0.38,Copper,struck,Pfennig (einseitig)
30933,Breslau: Stadt,1611,1611,Polen,Schlesien,Breslau (Wrocław),71,26.46,Gold,struck,2 Dukaten (gefaßt)
30934,Breslau: Stadt,1557,1619,Polen,Schlesien,Breslau (Wrocław),30,6.96,Gold,struck,2 Dukaten
30935,Breslau: Stadt,1557,1619,Polen,Schlesien,Breslau (Wrocław),22,3.41,Gold,struck,Dukat
30936,Berlin: Stadt,1621,1621,Deutschland,Brandenburg,Berlin,11,0.13,Copper,struck,Pfennig (einseitig)
30937,Breslau: Stadt,1557,1619,Polen,Schlesien,Breslau (Wrocław),25x24,6.94,Gold,struck,2 Dukaten (Klippe)
30938,Berlin: Stadt,1621,1621,Deutschland,Brandenburg,Berlin,12,0.27,Copper,struck,Pfennig (einseitig)
30939,Berlin: Stadt,1621,1621,Deutschland,Brandenburg,Berlin,12,0.19,Copper,struck,Pfennig (einseitig)
30940,Breslau: Stadt,1578,1637,Polen,Schlesien,Breslau (Wrocław),30,10.48,Gold,struck,3 Dukaten
30941,Berlin: Stadt,1621,1621,Deutschland,Brandenburg,Berlin,12,0.35,Copper,struck,Pfennig (einseitig)
30943,Brandenburg-Preußen: Johann Georg,1525,1598,Deutschland,Brandenburg,Berlin,17,0.49,Silver,struck,Dreier (1/84 Gulden)
30944,Berlin und Cölln: Stadt,1621,1621,Deutschland,Brandenburg,Berlin,13,0.26,Copper,struck,Pfennig (einseitig)
30945,Berlin und Cölln: Stadt,1621,1621,Deutschland,Brandenburg,Berlin,13,0.36,Copper,struck,Pfennig (einseitig)
30946,Berlin und Cölln: Stadt,1621,1621,Deutschland,Brandenburg,Berlin,13,0.33,Copper,struck,Pfennig (einseitig)
30947,Cölln (Berlin): Stadt,1621,1621,Deutschland,Brandenburg,Cölln (Berlin),12,0.36,Copper,struck,Pfennig (einseitig)
30948,Cölln (Berlin): Stadt,1621,1621,Deutschland,Brandenburg,Cölln (Berlin),11,0.19,Copper,struck,Pfennig (einseitig)
30949,Cölln (Berlin): Stadt,1621,1621,Deutschland,Brandenburg,Cölln (Berlin),13,0.45,Copper,struck,Pfennig (einseitig)
30950,Brandenburg an der Havel (Altstadt): Stadt,1621,1621,Deutschland,Brandenburg,Brandenburg an der Havel,10,0.35,Copper,struck,Pfennig (einseitig)
